Date,Open,High,Low,Close,Adj Close,Volume
2015-07-01,24.329700,25.431999,24.204800,25.235600,24.265232,15741176
2015-07-02,25.257999,25.548000,25.128500,25.253500,24.282444,6092007
2015-07-03,25.249001,25.329399,24.883101,25.146400,24.179464,5842070
2015-07-06,24.459200,24.726900,24.133400,24.405600,23.467146,10671580
2015-07-07,24.485901,24.544001,23.803200,23.829901,22.913586,8679453
2015-07-08,23.785299,24.204800,23.687099,24.012899,23.089548,7184883
2015-07-09,24.120001,24.722500,24.062000,24.463600,23.522919,7416050
2015-07-10,25.088400,25.561399,25.079500,25.463200,24.484081,9727875
2015-07-13,25.882700,26.395901,25.762199,26.311100,25.299377,10500487
2015-07-14,26.306700,26.538700,26.199600,26.511900,25.492456,6162401
2015-07-15,26.480700,26.828800,26.471800,26.775200,25.745630,6773794
2015-07-16,26.953699,27.368700,26.917999,27.221500,26.174770,9085646
2015-07-17,27.301800,27.306299,26.944799,27.154499,26.110346,6004809
2015-07-20,27.042999,27.632000,27.042999,27.578501,26.518045,6117803
2015-07-21,27.502600,27.591900,27.167900,27.341999,26.290636,5552792
2015-07-22,27.042999,27.573999,26.873400,27.426701,26.372080,5138260
2015-07-23,27.444599,27.788200,27.426701,27.641001,26.578138,6682820
2015-07-24,27.641001,27.748100,27.364300,27.364300,26.312080,5918233
2015-07-27,27.034000,27.038500,26.190599,26.279900,25.269375,10382191
2015-07-28,26.453899,26.851101,26.369101,26.726101,25.698420,6123409
2015-07-29,26.873400,27.007299,26.565500,27.007299,25.968805,5872866
2015-07-30,27.801600,28.457600,27.591900,28.426399,27.333340,16235666
2015-07-31,28.292500,28.604900,28.207701,28.578100,27.479206,10902844
2015-08-03,28.368299,28.832399,28.332600,28.546801,27.449112,7215561
2015-08-04,28.506701,28.533501,27.685600,27.810499,26.741121,8167056
2015-08-05,27.975599,28.073799,27.881901,28.029200,26.951412,6093998
2015-08-06,27.935499,27.971201,27.730200,27.757000,26.689678,4938299
2015-08-07,27.757000,27.899799,27.382099,27.453501,26.397848,5036346
2015-08-10,27.538300,27.596300,27.123301,27.542801,26.483717,4474773
2015-08-11,27.538300,27.560600,26.953699,26.989401,25.951597,5845701
2015-08-12,26.775200,26.837700,25.789000,25.855900,24.861679,9152493
2015-08-13,26.342400,26.520901,26.096901,26.190599,25.183512,5850369
2015-08-14,26.043400,26.137100,25.561399,25.842501,24.848799,6623721
2015-08-17,25.927299,26.297701,25.409700,25.695299,24.707254,5868291
2015-08-18,25.695299,25.838100,25.570299,25.659599,24.672928,3477902
2015-08-19,25.507900,25.744400,25.217800,25.217800,24.248117,4796451
2015-08-20,25.025900,25.342699,24.392200,24.463600,23.522919,8307149
2015-08-21,23.977200,24.445801,23.624701,23.624701,22.716274,11187985
2015-08-24,22.883900,23.026699,21.241699,21.978001,21.132895,26963111
2015-08-25,22.401899,23.486300,22.160999,23.348000,22.450212,17001920
2015-08-26,23.115900,23.446199,22.691999,22.968700,22.085501,10592504
2015-08-27,23.682699,23.937000,23.481899,23.749599,22.836372,8100097
2015-08-28,23.687099,23.722799,23.321199,23.539900,22.634737,5158283
2015-08-31,23.423901,23.517599,23.098101,23.450600,22.548870,5196002
2015-09-01,23.049000,23.227501,22.589399,22.834801,21.956751,8080043
2015-09-02,22.879400,23.205200,22.620600,22.848200,21.969633,5189467
2015-09-03,23.115900,23.910299,22.928499,23.651400,22.741947,9308674
